"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.440542500E0,-4.096381531E0,-8.835077362E0,3.373983765E-1,9.744371263E0
2.450499500E0,-4.061953125E0,-8.810378723E0,3.529660034E-1,9.708080214E0
2.460457500E0,-4.039499817E0,-8.812474365E0,4.135899353E-1,9.703005712E0
2.470414500E0,-4.017794952E0,-8.838819580E0,5.084925842E-1,9.722446840E0
2.480371500E0,-4.001778259E0,-8.872200165E0,6.168672180E-1,9.752470977E0
2.490328500E0,-4.003275146E0,-8.899593201E0,7.267387390E-1,9.785556715E0
2.500285500E0,-3.980223083E0,-8.907077637E0,8.192463684E-1,9.790269273E0
2.510242500E0,-3.918251953E0,-8.907826080E0,8.711883545E-1,9.770416214E0
2.520200500E0,-3.870650940E0,-8.907826080E0,8.955876160E-1,9.753634264E0
2.530157500E0,-3.858675842E0,-8.878337402E0,8.681945801E-1,9.719465835E0
2.540114500E0,-3.865112457E0,-8.894653473E0,8.303233337E-1,9.733621708E0
2.550071500E0,-3.902534637E0,-8.943152618E0,7.659571838E-1,9.787565875E0
2.560028500E0,-3.931873627E0,-8.999285889E0,7.008425903E-1,9.845707545E0
2.569986500E0,-3.949686584E0,-9.054670715E0,6.477030945E-1,9.899828543E0
2.579943500E0,-3.935316467E0,-9.073830872E0,6.231541443E-1,9.910067783E0
2.589900500E0,-3.906276855E0,-9.074878693E0,6.045927429E-1,9.898381410E0
2.599857500E0,-3.896696777E0,-9.037755890E0,6.209088135E-1,9.861582279E0
2.609814500E0,-3.846101990E0,-8.990304565E0,6.574328613E-1,9.800525224E0
2.619772500E0,-3.782484283E0,-8.970096588E0,7.114704895E-1,9.760943111E0
2.629729500E0,-3.746259613E0,-8.973539429E0,7.638615417E-1,9.754094290E0
2.639686500E0,-3.682492218E0,-8.996741180E0,7.970924377E-1,9.753843199E0
2.649643500E0,-3.658991089E0,-9.043294373E0,8.178991699E-1,9.789706224E0
2.659600500E0,-3.640429688E0,-9.110654297E0,7.821235657E-1,9.842177975E0
2.669558500E0,-3.651057587E0,-9.148076477E0,7.583230591E-1,9.878895616E0
2.679515500E0,-3.690126343E0,-9.138646088E0,7.066804504E-1,9.880854315E0
2.689472500E0,-3.710034943E0,-9.069489899E0,6.767427063E-1,9.822320855E0
2.699429500E0,-3.708388367E0,-8.983568573E0,6.450086975E-1,9.740261023E0
2.709386500E0,-3.679348755E0,-8.890013123E0,6.258485413E-1,9.641661007E0
2.719344500E0,-3.692221985E0,-8.836274872E0,6.186634827E-1,9.596614054E0
2.729301500E0,-3.734434204E0,-8.859027557E0,6.283932495E-1,9.634482143E0
2.739258500E0,-3.794609070E0,-8.947194214E0,6.327342224E-1,9.739183482E0
2.749215500E0,-3.895798645E0,-9.039851532E0,6.427633667E-1,9.864548015E0
2.759172500E0,-4.000730438E0,-8.982820129E0,6.599775696E-1,9.855580749E0
2.769130500E0,-4.090094604E0,-8.810827789E0,6.785389709E-1,9.737554895E0
2.779087500E0,-4.174968109E0,-8.759035492E0,6.596781921E-1,9.725545577E0
2.789044500E0,-4.277205505E0,-8.800199890E0,6.253994751E-1,9.804546371E0
2.799001500E0,-4.363875275E0,-8.821006622E0,5.764512634E-1,9.858288964E0
2.808958500E0,-4.422852631E0,-8.831484833E0,5.140310669E-1,9.890448811E0
2.818916500E0,-4.453389130E0,-8.807983704E0,4.460723877E-1,9.879890295E0
2.828873500E0,-4.459526367E0,-8.761430511E0,3.800596619E-1,9.838418845E0
2.838830500E0,-4.449197845E0,-8.700507202E0,3.350033569E-1,9.777853256E0
2.848787500E0,-4.439617767E0,-8.634195099E0,3.103047180E-1,9.713692395E0
2.858744500E0,-4.448449402E0,-8.632099457E0,3.110531616E-1,9.715894050E0
2.868702500E0,-4.429139557E0,-8.671467590E0,3.617976379E-1,9.743845489E0
2.878659500E0,-4.311783600E0,-8.734785919E0,4.417314148E-1,9.751055815E0
2.888616500E0,-4.184099121E0,-8.827443237E0,5.510041809E-1,9.784377608E0
2.898573500E0,-4.093986511E0,-8.896449738E0,6.530918884E-1,9.814992231E0
2.908530500E0,-4.037104797E0,-8.951385498E0,7.322772217E-1,9.846915629E0
2.918488500E0,-3.975433044E0,-8.994795227E0,7.694000244E-1,9.864197153E0
2.928445500E0,-3.927682343E0,-8.986861725E0,7.857160950E-1,9.839091524E0
2.938402500E0,-3.899989929E0,-8.970545654E0,7.607180786E-1,9.811182537E0
2.948359500E0,-3.879033508E0,-8.958570557E0,7.077282715E-1,9.787939859E0
2.958316500E0,-3.854185181E0,-8.952732697E0,6.533912659E-1,9.768985940E0
2.968274500E0,-3.855981445E0,-8.953481140E0,5.999523926E-1,9.766952457E0
2.978231500E0,-3.877237244E0,-8.963510284E0,5.695655823E-1,9.782734291E0
2.988188500E0,-3.866609344E0,-8.972940674E0,5.694158936E-1,9.787163359E0
2.998145500E0,-3.860172729E0,-8.978778534E0,5.583389282E-1,9.789338069E0
3.008102500E0,-3.853137360E0,-8.998687134E0,5.833369446E-1,9.806289800E0
3.018060500E0,-3.848796387E0,-9.024732971E0,6.102809143E-1,9.830131313E0
3.028017500E0,-3.805236969E0,-9.028475189E0,6.463558960E-1,9.818908726E0
3.037974500E0,-3.808829498E0,-9.045988770E0,6.942562866E-1,9.839669037E0
3.047931500E0,-3.795357513E0,-9.072483673E0,7.222480774E-1,9.860848895E0
3.057888500E0,-3.779939575E0,-9.057664490E0,7.360194397E-1,9.842304294E0
3.067846500E0,-3.780688019E0,-9.030870209E0,7.400610352E-1,9.818243680E0
3.077803500E0,-3.787873077E0,-8.993448029E0,7.214996338E-1,9.785226191E0
3.087760500E0,-3.890260162E0,-8.940907288E0,6.794371033E-1,9.774230509E0
3.097717500E0,-4.080065460E0,-8.880582733E0,6.634204102E-1,9.795499501E0
3.107674500E0,-4.154460754E0,-8.798852692E0,6.435118103E-1,9.751587578E0
3.117632500E0,-4.147724762E0,-8.779692535E0,6.339317322E-1,9.730801157E0
