"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.759613458E0,4.060156860E0,-8.750503235E0,6.688092041E-1,9.669720076E0
2.769570458E0,4.135599976E0,-8.711584167E0,6.036946106E-1,9.662263350E0
2.779527458E0,4.211641846E0,-8.724457397E0,5.378315735E-1,9.702749441E0
2.789484458E0,4.286785583E0,-8.754694519E0,4.721182251E-1,9.759308499E0
2.799442458E0,4.352199554E0,-8.780291290E0,4.309538269E-1,9.809224093E0
2.809399458E0,4.390220490E0,-8.767567749E0,4.047583008E-1,9.813669521E0
2.819356458E0,4.400549011E0,-8.758436737E0,4.023632813E-1,9.810042910E0
2.829313458E0,4.392615509E0,-8.739426270E0,4.242178345E-1,9.790434275E0
2.839270458E0,4.383185120E0,-8.702153778E0,4.535568237E-1,9.754255787E0
2.849228458E0,4.386328583E0,-8.662037201E0,4.745132446E-1,9.720901693E0
2.859185458E0,4.405638428E0,-8.635991364E0,4.981640625E-1,9.707634327E0
2.869142458E0,4.436773682E0,-8.625662842E0,5.234614563E-1,9.713960678E0
2.879099458E0,4.420756989E0,-8.619375916E0,5.670208740E-1,9.703517208E0
2.889057458E0,4.412524109E0,-8.617429962E0,6.117778015E-1,9.700759777E0
2.899014458E0,4.426894226E0,-8.644523621E0,6.442602539E-1,9.733460453E0
2.908971458E0,4.471501465E0,-8.690777435E0,7.006929016E-1,9.798719729E0
2.918928458E0,4.528532867E0,-8.714278564E0,7.701484680E-1,9.850857297E0
2.928885458E0,4.559518433E0,-8.690927124E0,8.530760193E-1,9.851353273E0
2.938843458E0,4.525539093E0,-8.602461090E0,9.427395630E-1,9.765838355E0
2.948800458E0,4.525988159E0,-8.579109650E0,1.016536102E0,9.752898894E0
2.958757458E0,4.557422791E0,-8.621920624E0,1.047371979E0,9.808394659E0
2.968714458E0,4.666396179E0,-8.758885803E0,1.053060150E0,9.980093662E0
2.978672458E0,4.691693573E0,-8.853040009E0,1.054107971E0,1.007469352E1
2.988629458E0,4.696333923E0,-8.881031799E0,1.019230499E0,1.009787646E1
2.998586458E0,4.730013885E0,-8.893755341E0,9.898915100E-1,1.012184769E1
3.008543458E0,4.736899567E0,-8.879235535E0,9.762698364E-1,1.011099125E1
3.018500458E0,4.700824585E0,-8.807085571E0,9.565109253E-1,1.002882950E1
3.028458458E0,4.677922211E0,-8.745713196E0,9.517208862E-1,9.963745689E0
3.038415458E0,4.660558319E0,-8.705446930E0,9.463320923E-1,9.919735608E0
3.048372458E0,4.734354858E0,-8.724906464E0,9.301657104E-1,9.970121212E0
3.058329458E0,4.726870422E0,-8.698112183E0,9.252259827E-1,9.942660743E0
3.068287458E0,4.591102753E0,-8.607251129E0,9.119036865E-1,9.797681604E0
3.078244458E0,4.510869598E0,-8.630602570E0,8.884025574E-1,9.778778265E0
3.088201458E0,4.325105896E0,-8.666228485E0,8.448431396E-1,9.722335990E0
3.098158458E0,4.192631378E0,-8.701105957E0,8.038284302E-1,9.691931845E0
3.108115458E0,4.164040833E0,-8.757538605E0,7.524851990E-1,9.726250688E0
3.118073458E0,4.126768341E0,-8.742869110E0,7.158114624E-1,9.694346975E0
3.128030458E0,4.066443787E0,-8.694669342E0,6.683601379E-1,9.621847292E0
3.137987458E0,4.070335693E0,-8.690178680E0,6.143225098E-1,9.615832273E0
3.147944458E0,4.140839081E0,-8.736282806E0,5.710624695E-1,9.684797257E0
3.157901458E0,4.157753906E0,-8.735684052E0,5.530998230E-1,9.690459886E0
3.167859458E0,4.169130249E0,-8.755742340E0,4.851411438E-1,9.709790569E0
3.177816458E0,4.162843323E0,-8.781339111E0,3.842509460E-1,9.725678892E0
3.187773458E0,4.176464996E0,-8.820557556E0,3.221301270E-1,9.764674254E0
3.197730458E0,4.177812195E0,-8.847501526E0,2.643502808E-1,9.787863866E0
3.207688458E0,4.125421143E0,-8.846753082E0,3.330574036E-1,9.767039825E0
