"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.688614167E0,4.527934113E0,-8.940009155E0,6.819818115E-1,1.004445370E1
2.698572167E0,4.573140106E0,-8.963510284E0,6.664141846E-1,1.008475260E1
2.708529167E0,4.579876099E0,-8.944350128E0,6.448590088E-1,1.006938466E1
2.718486167E0,4.569098511E0,-8.865464172E0,6.188131714E-1,9.992799704E0
2.728443167E0,4.522395630E0,-8.731941833E0,5.730084229E-1,9.850239036E0
2.738401167E0,4.453089752E0,-8.606652374E0,5.191204834E-1,9.704326845E0
2.748358167E0,4.418062592E0,-8.521329803E0,5.786965942E-1,9.615988167E0
2.758315167E0,4.355343018E0,-8.452323303E0,6.759942627E-1,9.532457724E0
2.768272042E0,4.241130524E0,-8.400980072E0,6.939569092E-1,9.436378038E0
2.778229042E0,4.130809937E0,-8.436755676E0,6.812333679E-1,9.418413665E0
2.788187042E0,4.092339935E0,-8.547824707E0,6.265969849E-1,9.497640610E0
2.798144042E0,4.108356628E0,-8.703051910E0,5.885760498E-1,9.641998159E0
2.808101042E0,4.157454529E0,-8.852291565E0,5.791456604E-1,9.797086496E0
2.818058042E0,4.175117798E0,-8.920848999E0,5.992039490E-1,9.867735346E0
2.828016042E0,4.173920288E0,-8.953331451E0,6.282435608E-1,9.898406166E0
2.837973042E0,4.152065735E0,-8.978928223E0,6.397695923E-1,9.913128014E0
2.847930042E0,4.129462738E0,-8.972491608E0,6.548881531E-1,9.898835621E0
2.857887042E0,4.115242310E0,-8.945996704E0,6.683601379E-1,9.869791364E0
2.867845042E0,4.125570831E0,-8.926986237E0,6.779402161E-1,9.857536248E0
2.877802042E0,4.173471222E0,-8.963210907E0,7.119195557E-1,9.912811975E0
2.887759042E0,4.184847565E0,-8.981173553E0,7.209008789E-1,9.934491714E0
2.897716042E0,4.146377563E0,-8.954229584E0,7.247927856E-1,9.894240694E0
2.907673042E0,4.097129974E0,-8.904083862E0,7.463479614E-1,9.829863617E0
2.917631042E0,4.060156860E0,-8.849746857E0,7.578739929E-1,9.766128514E0
2.927588042E0,4.009412384E0,-8.794212341E0,7.647596741E-1,9.695278012E0
2.937545042E0,3.966152344E0,-8.747958527E0,7.572752380E-1,9.634864222E0
2.947502042E0,3.936064911E0,-8.735085297E0,7.270381165E-1,9.608480970E0
2.957460042E0,3.916006622E0,-8.724008331E0,7.051835632E-1,9.588572005E0
2.967417042E0,3.918401642E0,-8.710386658E0,6.676116943E-1,9.574466697E0
2.977374042E0,3.940555573E0,-8.712033234E0,6.382727051E-1,9.583052402E0
2.987331042E0,3.954027557E0,-8.723409576E0,6.174659729E-1,9.597576402E0
2.997289042E0,3.963158569E0,-8.761729889E0,5.905220032E-1,9.634482484E0
3.007246042E0,3.988156586E0,-8.817863159E0,5.557942200E-1,9.693761440E0
3.017203042E0,4.012406158E0,-8.861123199E0,5.393284607E-1,9.742165197E0
3.027160042E0,3.990551605E0,-8.826545105E0,5.245092773E-1,9.700902566E0
3.037117042E0,3.961212616E0,-8.786129150E0,5.234614563E-1,9.652009259E0
3.047075042E0,3.941902771E0,-8.736881561E0,5.098397827E-1,9.598522463E0
3.057032042E0,3.933071136E0,-8.694519653E0,5.173242188E-1,9.556743426E0
3.066989042E0,3.938759308E0,-8.676407318E0,5.366340637E-1,9.543680891E0
3.076946042E0,3.930825806E0,-8.672365723E0,5.550457764E-1,9.537787718E0
3.086904042E0,3.909869385E0,-8.660240936E0,5.740562439E-1,9.519264270E0
3.096861042E0,3.911066895E0,-8.690927124E0,5.845344543E-1,9.548316033E0
3.106818042E0,3.868106232E0,-8.710386658E0,6.029461670E-1,9.549692436E0
3.116775042E0,3.851490784E0,-8.724307709E0,5.963598633E-1,9.555269297E0
3.126733042E0,3.890260162E0,-8.734187164E0,5.836363220E-1,9.579184773E0
3.136690042E0,3.956123199E0,-8.737031250E0,5.325924683E-1,9.605742062E0
3.146647042E0,3.983366547E0,-8.691226501E0,5.604345703E-1,9.576988778E0
3.156604042E0,3.941304016E0,-8.644523621E0,5.694158936E-1,9.517662551E0
3.166561042E0,3.907923431E0,-8.621621246E0,5.963598633E-1,9.484717368E0
3.176519042E0,3.880979462E0,-8.653205566E0,6.755451965E-1,9.507698432E0
3.186476042E0,3.849694519E0,-8.682245178E0,7.583230591E-1,9.527674590E0
3.196433042E0,3.816164246E0,-8.709338837E0,8.054750061E-1,9.542771217E0
